building_room,case_number,slot_number,equipment_type,asset_tag,clean_asset_tag,serial_number,mac_address,manufacturer,model,model_code,case_helper,slot_helper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-14,Laptop,DDC4CY-002656,DDC4CY002656,D5MH014,10-98-19-4A-65-88,Dell,Precision 7680,2250,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-15,Laptop,DDC4CY-002683,DDC4CY002683,DFNH014,10-98-19-4A-65-DF,Dell,Precision 7680,2250,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-16,Laptop,DDC4CY-002565,DDC4CY002565,6FMH014,10-98-19-4A-53-03,Dell,Precision 7680,2250,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-17,Laptop,DDC4CY-002679,DDC4CY002679,4XMH014,10-98-19-4A-52-7B,Dell,Precision 7680,2250,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-18,Laptop,DDC4CY-002625,DDC4CY002625,59LH014,10-98-19-4A-66-4C,Dell,Precision 7680,2250,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-19,Laptop,DDC4CY-002756,DDC4CY002756,6MMTH54,AC-B4-80-45-6B-E9,Dell,Precision 7680,2335,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-20,Laptop,DDC4CY-002552,DDC4CY002552,41NH014,10-98-19-4A-51-AF,Dell,Precision 7680,2250,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-21,Laptop,DDC4CY-002777,DDC4CY002777,FKMTH54,AC-B4-80-45-6B-4D,Dell,Precision 7680,2335,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-22,Laptop,DDC4CY-002556,DDC4CY002556,5FLH014,10-98-19-4A-52-D3,Dell,Precision 7680,2250,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-23,Laptop,DDC4CY-002682,DDC4CY002682,CZLH014,10-98-19-4A-52-47,Dell,Precision 7680,2250,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-24,Laptop,DDC4CY-002534,DDC4CY002534,D1NH014,10-98-19-4A-51-9F,Dell,Precision 7680,2250,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-25,Laptop,DDC4CY-002744,DDC4CY002744,9LMTH54,AC-B4-80-45-6B-53,Dell,Precision 7680,2335,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-26,Laptop,DDC4CY-002667,DDC4CY002667,2PLH014,10-98-19-4A-50-AE,Dell,Precision 7680,2250,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-27,Laptop,DDC4CY-002524,DDC4CY002524,H6NH014,10-98-19-4A-51-F6,Dell,Precision 7680,2250,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-28,Laptop,DDC4CY-002567,DDC4CY002567,4GMH014,10-98-19-4A-66-A6,Dell,Precision 7680,2250,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-29,Laptop,DDC4CY-002510,DDC4CY002510,97NH014,10-98-19-4A-67-1D,Dell,Precision 7680,2250,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3,3-30,Laptop,DDC4CY-002517,DDC4CY002517,4DNH014,10-98-19-4A-51-26,Dell,Precision 7680,2250,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-1,Laptop,DDC4CY-002523,DDC4CY002523,HGNH014,10-98-19-4A-51-FD,Dell,Precision 7680,2250,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-2,Laptop,DDC4CY-002589,DDC4CY002589,C3NH014,10-98-19-4A-51-1A,Dell,Precision 7680,2250,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-3,Laptop,DDC4CY-002591,DDC4CY002591,CKNH014,10-98-19-4A-50-EC,Dell,Precision 7680,2250,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-4,Laptop,DDC4CY-002633,DDC4CY002633,68MH014,10-98-19-4A-52-B6,Dell,Precision 7680,2250,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-5,Laptop,DDC4CY-002672,DDC4CY002672,FTLH014,10-98-19-4A-50-BC,Dell,Precision 7680,2250,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-6,Laptop,DDC4CY-002680,DDC4CY002680,9WLH014,10-98-19-4A-67-6A,Dell,Precision 7680,2250,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-7,Laptop,DDC4CY-002646,DDC4CY002646,94MH014,10-98-19-4A-52-C0,Dell,Precision 7680,2250,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-8,Laptop,DDC4CY-002571,DDC4CY002571,1GMH014,10-98-19-4A-50-F8,Dell,Precision 7680,2250,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-9,Laptop,DDC4CY-002772,DDC4CY002772,8QMTH54,AC-B4-80-45-6B-76,Dell,Precision 7680,2335,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-10,Laptop,DDC4CY-002535,DDC4CY002535,G3NH014,10-98-19-4A-51-16,Dell,Precision 7680,2250,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-11,Laptop,DDC4CY-002584,DDC4CY002584,J4MH014,10-98-19-4A-52-9B,Dell,Precision 7680,2250,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-12,Laptop,DDC4CY-002609,DDC4CY002609,FSLH014,10-98-19-4A-51-E0,Dell,Precision 7680,2250,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-13,Laptop,DDC4CY-002509,DDC4CY002509,18NH014,10-98-19-4A-52-87,Dell,Precision 7680,2250,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-14,Laptop,DDC4CY-002639,DDC4CY002639,7YMH014,10-98-19-4A-52-0A,Dell,Precision 7680,2250,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-15,Laptop,DDC4CY-002514,DDC4CY002514,9DNH014,10-98-19-4A-65-37,Dell,Precision 7680,2250,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-16,Laptop,DDC4CY-002512,DDC4CY002512,FBLH014,10-98-19-4A-52-BC,Dell,Precision 7680,2250,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-17,Laptop,DDC4CY-002590,DDC4CY002590,5FMH014,10-98-19-4A-53-02,Dell,Precision 7680,2250,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-18,Laptop,DDC4CY-002569,DDC4CY002569,HFMH014,10-98-19-4A-50-B3,Dell,Precision 7680,2250,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-19,Laptop,DDC4CY-002551,DDC4CY002551,G1NH014,10-98-19-4A-51-9E,Dell,Precision 7680,2250,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-20,Laptop,DDC4CY-002580,DDC4CY002580,HZMH014,10-98-19-4A-50-F6,Dell,Precision 7680,2250,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-21,Laptop,DDC4CY-002542,DDC4CY002542,J2NH014,10-98-19-4A-51-E5,Dell,Precision 7680,2250,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-22,Laptop,DDC4CY-002562,DDC4CY002562,HYMH014,10-98-19-4A-50-B2,Dell,Precision 7680,2250,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-23,Laptop,DDC4CY-002572,DDC4CY002572,GNLH014,10-98-19-4A-51-38,Dell,Precision 7680,2250,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-24,Laptop,DDC4CY-002743,DDC4CY002743,2LMTH54,AC-B4-80-45-6C-59,Dell,Precision 7680,2335,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-25,Laptop,DDC4CY-002597,DDC4CY002597,32NH014,10-98-19-4A-51-5B,Dell,Precision 7680,2250,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-26,Laptop,DDC4CY-002771,DDC4CY002771,CPMTH54,AC-B4-80-45-6B-59,Dell,Precision 7680,2335,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-27,Laptop,DDC4CY-002676,DDC4CY002676,6KLH014,10-98-19-4A-50-FB,Dell,Precision 7680,2250,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-28,Laptop,DDC4CY-002587,DDC4CY002587,C9LH014,10-98-19-4A-52-AE,Dell,Precision 7680,2250,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-29,Laptop,DDC4CY-002518,DDC4CY002518,2GNH014,10-98-19-4A-51-34,Dell,Precision 7680,2250,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,4-30,Laptop,DDC4CY-002749,DDC4CY002749,3SMTH54,AC-B4-80-45-6A-F9,Dell,Precision 7680,2335,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-1,Laptop,DDC4CY-002622,DDC4CY002622,8DLH014,10-98-19-4A-51-D9,Dell,Precision 7680,2250,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-2,Laptop,DDC4CY-002658,DDC4CY002658,DWMH014,10-98-19-4A-51-4C,Dell,Precision 7680,2250,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-3,Laptop,DDC4CY-002759,DDC4CY002759,8JMTH54,AC-B4-80-45-6B-72,Dell,Precision 7680,2335,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-4,Laptop,DDC4CY-002541,DDC4CY002541,35NH014,10-98-19-4A-51-8B,Dell,Precision 7680,2250,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-5,Laptop,DDC4CY-002671,DDC4CY002671,3MLH014,10-98-19-4A-51-E1,Dell,Precision 7680,2250,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-6,Laptop,DDC4CY-002652,DDC4CY002652,32MH014,10-98-19-4A-65-72,Dell,Precision 7680,2250,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-7,Laptop,DDC4CY-002810,DDC4CY002810,2DMTH54,AC-B4-80-45-6B-29,Dell,Precision 7680,2335,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-8,Laptop,DDC4CY-002678,DDC4CY002678,7HNH014,10-98-19-4A-50-F4,Dell,Precision 7680,2250,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-9,Laptop,DDC4CY-002681,DDC4CY002681,BXMH014,10-98-19-4A-53-0B,Dell,Precision 7680,2250,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-10,Laptop,DDC4CY-002739,DDC4CY002739,JRMTH54,AC-B4-80-45-6B-C3,Dell,Precision 7680,2335,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-11,Laptop,DDC4CY-002735,DDC4CY002735,7FMTH54,AC-B4-80-45-6C-3F,Dell,Precision 7680,2335,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-12,Laptop,DDC4CY-002665,DDC4CY002665,2XLH014,10-98-19-4A-51-40,Dell,Precision 7680,2250,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-13,Laptop,DDC4CY-002765,DDC4CY002765,6PMTH54,AC-B4-80-45-6B-58,Dell,Precision 7680,2335,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-14,Laptop,DDC4CY-002753,DDC4CY002753,1PMTH54,AC-B4-80-45-6B-D6,Dell,Precision 7680,2335,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-15,Laptop,DDC4CY-002605,DDC4CY002605,6TLH014,10-98-19-4A-51-02,Dell,Precision 7680,2250,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-16,Laptop,DDC4CY-002612,DDC4CY002612,FQLH014,10-98-19-4A-50-ED,Dell,Precision 7680,2250,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-17,Laptop,DDC4CY-002606,DDC4CY002606,HPLH014,10-98-19-4A-52-95,Dell,Precision 7680,2250,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-18,Laptop,DDC4CY-002530,DDC4CY002530,B9NH014,10-98-19-4A-50-93,Dell,Precision 7680,2250,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-19,Laptop,DDC4CY-002550,DDC4CY002550,12NH014,10-98-19-4A-51-44,Dell,Precision 7680,2250,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-20,Laptop,DDC4CY-002629,DDC4CY002629,6WMH014,10-98-19-4A-52-E8,Dell,Precision 7680,2250,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-21,Laptop,DDC4CY-002522,DDC4CY002522,BGNH014,10-98-19-4A-51-FC,Dell,Precision 7680,2250,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-22,Laptop,DDC4CY-002595,DDC4CY002595,G8NH014,10-98-19-4A-51-47,Dell,Precision 7680,2250,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-23,Laptop,DDC4CY-002574,DDC4CY002574,5DMH014,10-98-19-4A-50-FF,Dell,Precision 7680,2250,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-24,Laptop,DDC4CY-002540,DDC4CY002540,74NH014,10-98-19-4A-52-E9,Dell,Precision 7680,2250,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-25,Laptop,DDC4CY-002520,DDC4CY002520,DHNH014,10-98-19-4A-51-1D,Dell,Precision 7680,2250,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-26,Laptop,DDC4CY-002733,DDC4CY002733,2FMTH54,AC-B4-80-45-6B-15,Dell,Precision 7680,2335,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-27,Laptop,DDC4CY-002745,DDC4CY002745,7LMTH54,AC-B4-80-45-6B-52,Dell,Precision 7680,2335,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-28,Laptop,DDC4CY-002775,DDC4CY002775,3JMTH54,AC-84-80-45-6B-74,Dell,Precision 7680,2335,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-29,Laptop,DDC4CY-002655,DDC4CY002655,79MH014,10-98-19-4A-52-85,Dell,Precision 7680,2250,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5,5-30,Laptop,DDC4CY-002758,DDC4CY002758,1MMTH54,AC-B4-80-45-6B-99,Dell,Precision 7680,2335,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-1,Laptop,DDC4CY-002752,DDC4CY002752,5QMTH54,AC-B4-80-45-6A-E1,Dell,Precision 7680,2335,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-2,Laptop,DDC4CY-002642,DDC4CY002642,3ZMH014,10-98-19-4A-52-DC,Dell,Precision 7680,2250,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-3,Laptop,DDC4CY-002638,DDC4CY002638,GXMH014,10-98-19-4A-52-13,Dell,Precision 7680,2250,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-4,Laptop,DDC4CY-002619,DDC4CY002619,GDLH014,10-98-19-4A-52-46,Dell,Precision 7680,2250,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-5,Laptop,DDC4CY-002594,DDC4CY002594,10NH014,10-98-19-4A-51-F9,Dell,Precision 7680,2250,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-6,Laptop,DDC4CY-002674,DDC4CY002674,9NLH014,10-98-19-4A-50-AF,Dell,Precision 7680,2250,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-7,Laptop,DDC4CY-002555,DDC4CY002555,1HLH014,10-98-19-4A-51-C9,Dell,Precision 7680,2250,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-8,Laptop,DDC4CY-002617,DDC4CY002617,5CLH014,10-98-19-4A-52-D1,Dell,Precision 7680,2250,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
